URI,rdf-schema#label,rdf-schema#comment,assembly_label,assembly,automobilePlatform_label,automobilePlatform,bodyStyle_label,bodyStyle,class_label,class,designCompany_label,designCompany,designer_label,designer,engine_label,engine,fuelCapacity,height,layout_label,layout,length,manufacturer_label,manufacturer,modelEndYear,modelStartYear,parentCompany_label,parentCompany,predecessor_label,predecessor,productionEndDate,productionEndYear,productionStartDate,productionStartYear,relatedMeanOfTransportation_label,relatedMeanOfTransportation,sales_label,sales,successor_label,successor,thumbnail_label,thumbnail,transmission,variantOf_label,variantOf,vehicle_label,vehicle,weight,wheelbase,width,point,22-rdf-syntax-ns#type_label,22-rdf-syntax-ns#type,wgs84_pos#lat,wgs84_pos#long,depiction_label,depiction,name
URI,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2000/01/rdf-schema#comment,http://dbpedia.org/ontology/assembly,http://dbpedia.org/ontology/assembly,http://dbpedia.org/ontology/automobilePlatform,http://dbpedia.org/ontology/automobilePlatform,http://dbpedia.org/ontology/bodyStyle,http://dbpedia.org/ontology/bodyStyle,http://dbpedia.org/ontology/class,http://dbpedia.org/ontology/class,http://dbpedia.org/ontology/designCompany,http://dbpedia.org/ontology/designCompany,http://dbpedia.org/ontology/designer,http://dbpedia.org/ontology/designer,http://dbpedia.org/ontology/engine,http://dbpedia.org/ontology/engine,http://dbpedia.org/ontology/fuelCapacity,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/layout,http://dbpedia.org/ontology/layout,http://dbpedia.org/ontology/length,http://dbpedia.org/ontology/manufacturer,http://dbpedia.org/ontology/manufacturer,http://dbpedia.org/ontology/modelEndYear,http://dbpedia.org/ontology/modelStartYear,http://dbpedia.org/ontology/parentCompany,http://dbpedia.org/ontology/parentCompany,http://dbpedia.org/ontology/predecessor,http://dbpedia.org/ontology/predecessor,http://dbpedia.org/ontology/productionEndDate,http://dbpedia.org/ontology/productionEndYear,http://dbpedia.org/ontology/productionStartDate,http://dbpedia.org/ontology/productionStartYear,http://dbpedia.org/ontology/relatedMeanOfTransportation,http://dbpedia.org/ontology/relatedMeanOfTransportation,http://dbpedia.org/ontology/sales,http://dbpedia.org/ontology/sales,http://dbpedia.org/ontology/successor,http://dbpedia.org/ontology/successor,http://dbpedia.org/ontology/thumbnail,http://dbpedia.org/ontology/thumbnail,http://dbpedia.org/ontology/transmission,http://dbpedia.org/ontology/variantOf,http://dbpedia.org/ontology/variantOf,http://dbpedia.org/ontology/vehicle,http://dbpedia.org/ontology/vehicle,http://dbpedia.org/ontology/weight,http://dbpedia.org/ontology/wheelbase,http://dbpedia.org/ontology/width,http://www.georss.org/georss/point,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2003/01/geo/wgs84_pos#lat,http://www.w3.org/2003/01/geo/wgs84_pos#long,http://xmlns.com/foaf/0.1/depiction,http://xmlns.com/foaf/0.1/depiction,http://xmlns.com/foaf/0.1/name
URI,XMLSchema#string,XMLSchema#string,XMLSchema#string,owl#Thing,XMLSchema#string,Automobile,XMLSchema#string,owl#Thing,XMLSchema#string,owl#Thing,XMLSchema#string,Company,XMLSchema#string,Person,XMLSchema#string,AutomobileEngine,XMLSchema#double,XMLSchema#double,XMLSchema#string,owl#Thing,XMLSchema#double,XMLSchema#string,Organisation,XMLSchema#gYear,XMLSchema#gYear,XMLSchema#string,Company,XMLSchema#string,owl#Thing,XMLSchema#date,XMLSchema#gYear,XMLSchema#date,XMLSchema#gYear,XMLSchema#string,MeanOfTransportation,XMLSchema#string,Sales,XMLSchema#string,owl#Thing,XMLSchema#string,owl#Thing,XMLSchema#string,XMLSchema#string,owl#Thing,XMLSchema#string,Automobile,XMLSchema#double,XMLSchema#double,XMLSchema#double,XMLSchema#string,XMLSchema#string,owl#Class,XMLSchema#float,XMLSchema#float,XMLSchema#string,owl#Thing,XMLSchema#string
http://www.w3.org/2002/07/owl#Thing,http://www.w3.org/2001/XMLSchema#string,http://www.w3.org/2001/XMLSchema#string,http://www.w3.org/2001/XMLSchema#string,http://www.w3.org/2002/07/owl#Thing,http://www.w3.org/2001/XMLSchema#string,http://dbpedia.org/ontology/Automobile,http://www.w3.org/2001/XMLSchema#string,http://www.w3.org/2002/07/owl#Thing,http://www.w3.org/2001/XMLSchema#string,http://www.w3.org/2002/07/owl#Thing,http://www.w3.org/2001/XMLSchema#string,http://dbpedia.org/ontology/Company,http://www.w3.org/2001/XMLSchema#string,http://dbpedia.org/ontology/Person,http://www.w3.org/2001/XMLSchema#string,http://dbpedia.org/ontology/AutomobileEngine,http://www.w3.org/2001/XMLSchema#double,http://www.w3.org/2001/XMLSchema#double,http://www.w3.org/2001/XMLSchema#string,http://www.w3.org/2002/07/owl#Thing,http://www.w3.org/2001/XMLSchema#double,http://www.w3.org/2001/XMLSchema#string,http://dbpedia.org/ontology/Organisation,http://www.w3.org/2001/XMLSchema#gYear,http://www.w3.org/2001/XMLSchema#gYear,http://www.w3.org/2001/XMLSchema#string,http://dbpedia.org/ontology/Company,http://www.w3.org/2001/XMLSchema#string,http://www.w3.org/2002/07/owl#Thing,http://www.w3.org/2001/XMLSchema#date,http://www.w3.org/2001/XMLSchema#gYear,http://www.w3.org/2001/XMLSchema#date,http://www.w3.org/2001/XMLSchema#gYear,http://www.w3.org/2001/XMLSchema#string,http://dbpedia.org/ontology/MeanOfTransportation,http://www.w3.org/2001/XMLSchema#string,http://dbpedia.org/ontology/Sales,http://www.w3.org/2001/XMLSchema#string,http://www.w3.org/2002/07/owl#Thing,http://www.w3.org/2001/XMLSchema#string,http://www.w3.org/2002/07/owl#Thing,http://www.w3.org/2001/XMLSchema#string,http://www.w3.org/2001/XMLSchema#string,http://www.w3.org/2002/07/owl#Thing,http://www.w3.org/2001/XMLSchema#string,http://dbpedia.org/ontology/Automobile,http://www.w3.org/2001/XMLSchema#double,http://www.w3.org/2001/XMLSchema#double,http://www.w3.org/2001/XMLSchema#double,http://www.w3.org/2001/XMLSchema#string,http://www.w3.org/2001/XMLSchema#string,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/2001/XMLSchema#float,http://www.w3.org/2001/XMLSchema#float,http://www.w3.org/2001/XMLSchema#string,http://www.w3.org/2002/07/owl#Thing,http://www.w3.org/2001/XMLSchema#string
http://dbpedia.org/resource/Crawler-transporter,Crawler-transporter,The crawler-transporters are a pair of tracked vehicles used to transport spacecraft from NASA's Vehicle Assembly Building (VAB) along the Crawlerway to Launch Complex 39. They were originally used to transport the Saturn IB and Saturn V rockets during the Apollo Skylab and Apollo–Soyuz programs. They were then used to transport Space Shuttles from 1981 to 2011.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Crawler-transporter__1,http://dbpedia.org/resource/Crawler-transporter__1,NULL,NULL,NULL,NULL,39.9288,Marion Power Shovel Company,http://dbpedia.org/resource/Marion_Power_Shovel_Company,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,200px-Crawler-Transporter.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Crawler-Transporter.jpg/200px-Crawler-Transporter.jpg,16 traction motors powered by four  generators,NULL,NULL,NULL,NULL,2.72E+09,NULL,34.7472,28.58808 -80.65521,{automobile|mean of transportation|Product|_Feature|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.opengis.net/gml/_Feature|http://www.w3.org/2002/07/owl#Thing},28.5881,-80.6552,Crawler-Transporter.jpg,http://upload.wikimedia.org/wikipedia/commons/6/6d/Crawler-Transporter.jpg,Crawler-transporter
http://dbpedia.org/resource/Ford_GT40,Ford GT40,The Ford GT40 is a high performance American-British racing car built and designed in England (MkI MkII and MkIII) and in the United States (MkIV) respectively and powered by a series of American-built engines which won the 24 Hours of Le Mans four consecutive times from 1966 to 1969 (1966 being the Mk II 1967 the Mk IV and 1968-1969 the oldest chassis design the Mk I).,NULL,NULL,NULL,NULL,{Coupé|Roadster (automobile)},{http://dbpedia.org/resource/Coup%C3%A9|http://dbpedia.org/resource/Roadster_(automobile)},{Group 4 (racing)|Group 6 (racing)},{http://dbpedia.org/resource/Group_4_(racing)|http://dbpedia.org/resource/Group_6_(racing)},NULL,NULL,NULL,NULL,{Ford_GT40__1|Ford_GT40__2|Ford_GT40__3|Ford_GT40__4},{http://dbpedia.org/resource/Ford_GT40__1|http://dbpedia.org/resource/Ford_GT40__2|http://dbpedia.org/resource/Ford_GT40__3|http://dbpedia.org/resource/Ford_GT40__4},NULL,1.0287,NULL,NULL,4.064,{Carroll Shelby International|Ford_Advanced_Vehicles|John Wyer|Kar_Kraft},{http://dbpedia.org/resource/Carroll_Shelby_International|http://dbpedia.org/resource/Ford_Advanced_Vehicles|http://dbpedia.org/resource/John_Wyer|http://dbpedia.org/resource/Kar_Kraft},NULL,NULL,NULL,NULL,NULL,NULL,NULL,1969-01-01T00:00:00+02:00,NULL,1964-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,Ford P68,http://dbpedia.org/resource/Ford_P68,200px-GT40_at_Goodwood.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/GT40_at_Goodwood.jpg/200px-GT40_at_Goodwood.jpg,4-speed manual,NULL,NULL,NULL,NULL,908107,2.413,1.778,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,GT40_at_Goodwood.jpg,http://upload.wikimedia.org/wikipedia/commons/a/a6/GT40_at_Goodwood.jpg,Ford GT40
http://dbpedia.org/resource/Mazda_MX-5,Mazda MX-5,The MX-5 also known as Miata in North America and Eunos Roadster in Japan is a lightweight two-seater roadster of front-engine rear-wheel-drive layout built by Mazda in Hiroshima Japan. The model was introduced in 1989 at the Chicago Auto Show.,{Hiroshima|Japan},{http://dbpedia.org/resource/Hiroshima|http://dbpedia.org/resource/Japan},Mazda N platform,http://dbpedia.org/resource/Mazda_N_platform,NULL,NULL,Roadster (automobile),http://dbpedia.org/resource/Roadster_(automobile),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Front-engine rear-wheel-drive layout,"http://dbpedia.org/resource/Front-engine,_rear-wheel-drive_layout",NULL,Mazda,http://dbpedia.org/resource/Mazda,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1989-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,NULL,NULL,200px-2011_Mazda_MX-5_PRHT_--_04-28-2011.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/2011_Mazda_MX-5_PRHT_--_04-28-2011.jpg/200px-2011_Mazda_MX-5_PRHT_--_04-28-2011.jpg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,2011_Mazda_MX-5_PRHT_--_04-28-2011.jpg,http://upload.wikimedia.org/wikipedia/commons/4/4b/2011_Mazda_MX-5_PRHT_--_04-28-2011.jpg,{Eunos Roadster|Mazda MX-5|Mazda MX-5 Miata|Mazda Miata|Mazda Roadster}
http://dbpedia.org/resource/Porsche_928,Porsche 928,The Porsche 928 is a sports-GT car that was sold by Porsche AG of Germany from 1978 to 1995. Originally intended to replace the company's iconic 911 the 928 combined the power poise and handling of a sports car with the refinement comfort and equipment of a luxury sedan to create what some Porsche executives thought would be a vehicle with wider appeal than the compact quirky and sometimes difficult 911.,{Germany|Stuttgart},{http://dbpedia.org/resource/Germany|http://dbpedia.org/resource/Stuttgart},NULL,NULL,Coupé,http://dbpedia.org/resource/Coup%C3%A9,Grand tourer,http://dbpedia.org/resource/Grand_tourer,NULL,NULL,NULL,NULL,{Porsche_928__1|Porsche_928__2|Porsche_928__3|Porsche_928__4},{http://dbpedia.org/resource/Porsche_928__1|http://dbpedia.org/resource/Porsche_928__2|http://dbpedia.org/resource/Porsche_928__3|http://dbpedia.org/resource/Porsche_928__4},NULL,1.27508,Front-engine rear-wheel-drive layout,"http://dbpedia.org/resource/Front-engine,_rear-wheel-drive_layout",4.52,Porsche,http://dbpedia.org/resource/Porsche,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1995-01-01T00:00:00+02:00,NULL,1977-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,NULL,NULL,200px-1987_Porsche_928_S4_front.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/2/28/1987_Porsche_928_S4_front.jpg/200px-1987_Porsche_928_S4_front.jpg,{3-speed automatic|4-speed automatic|5-speed manual},NULL,NULL,NULL,NULL,1.45E+06,2.5,1.89,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,1987_Porsche_928_S4_front.jpg,http://upload.wikimedia.org/wikipedia/commons/2/28/1987_Porsche_928_S4_front.jpg,Porsche 928
http://dbpedia.org/resource/Porsche_924,Porsche 924,The Porsche 924 is a sports car produced by Porsche AG of Germany from 1976 to 1988. A two-door 2+2 coupé the 924 replaced the 914 as the company's entry-level model and was the model that finally retired the 912. In production terms the 924 was the first Porsche model powered by a water-cooled front-mounted engine although the similarly configured 928 was designed first.,NULL,NULL,NULL,NULL,2+2 (car body style),http://dbpedia.org/resource/2+2_(car_body_style),Sports car,http://dbpedia.org/resource/Sports_car,Harm Lagaay,http://dbpedia.org/resource/Harm_Lagaay,Harm Lagaay,http://dbpedia.org/resource/Harm_Lagaay,Porsche_924__1,http://dbpedia.org/resource/Porsche_924__1,NULL,1.27,Front-engine rear-wheel-drive layout,"http://dbpedia.org/resource/Front-engine,_rear-wheel-drive_layout",4.2,Porsche,http://dbpedia.org/resource/Porsche,NULL,NULL,NULL,NULL,Porsche 914,http://dbpedia.org/resource/Porsche_914,NULL,1988-01-01T00:00:00+02:00,NULL,1976-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,Porsche 944,http://dbpedia.org/resource/Porsche_944,200px-1977-1982_Porsche_924_coupe_(2011-04-28)_01.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/2/28/1977-1982_Porsche_924_coupe_(2011-04-28)_01.jpg/200px-1977-1982_Porsche_924_coupe_(2011-04-28)_01.jpg,NULL,NULL,NULL,NULL,NULL,1.08E+06,NULL,1.685,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,1977-1982_Porsche_924_coupe_(2011-04-28)_01.jpg,http://upload.wikimedia.org/wikipedia/commons/2/28/1977-1982_Porsche_924_coupe_(2011-04-28)_01.jpg,Porsche 924
http://dbpedia.org/resource/Porsche_944,Porsche 944,The Porsche 944 is a sports car built by Porsche from 1982 to 1991. It was built on the same platform as the 924 although 924 production continued only until 1988. The 944 was intended to last into the 1990s but major revisions planned for a 944 S3 model were eventually rolled into the 968 instead which replaced the 944. The 944 was a successful model and was available as both a coupé and cabriolet in naturally aspirated and turbocharged forms.,{Germany|Neckarsulm},{http://dbpedia.org/resource/Germany|http://dbpedia.org/resource/Neckarsulm},NULL,NULL,{Convertible|Coupé},{http://dbpedia.org/resource/Convertible|http://dbpedia.org/resource/Coup%C3%A9},Sports car,http://dbpedia.org/resource/Sports_car,Harm Lagaay,http://dbpedia.org/resource/Harm_Lagaay,Harm Lagaay,http://dbpedia.org/resource/Harm_Lagaay,{Porsche_944__1|Porsche_944__2|Porsche_944__3},{http://dbpedia.org/resource/Porsche_944__1|http://dbpedia.org/resource/Porsche_944__2|http://dbpedia.org/resource/Porsche_944__3},NULL,1.27508,Front-engine rear-wheel-drive layout,"http://dbpedia.org/resource/Front-engine,_rear-wheel-drive_layout",4.318,Porsche,http://dbpedia.org/resource/Porsche,NULL,NULL,NULL,NULL,Porsche 924,http://dbpedia.org/resource/Porsche_924,NULL,1991-01-01T00:00:00+02:00,NULL,1982-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,Porsche 968,http://dbpedia.org/resource/Porsche_968,200px-1986_944_Turbo_.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/1986_944_Turbo_.jpg/200px-1986_944_Turbo_.jpg,{3-speed automatic|5-speed manual},NULL,NULL,NULL,NULL,NULL,2.4003,1.73482,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,1986_944_Turbo_.jpg,http://upload.wikimedia.org/wikipedia/commons/7/7e/1986_944_Turbo_.jpg,Porsche 944
http://dbpedia.org/resource/Porsche_968,Porsche 968,The 968 is a sports car sold by Porsche AG from 1992 to 1995. It took over the entry-level position in Porsche's lineup from the 944 with which it shared about 20% of its parts. The 968 became the final model in an evolving line starting almost 20 years earlier with the introduction of the Porsche 924.,{Germany|Stuttgart},{http://dbpedia.org/resource/Germany|http://dbpedia.org/resource/Stuttgart},NULL,NULL,{Convertible|Coupé},{http://dbpedia.org/resource/Convertible|http://dbpedia.org/resource/Coup%C3%A9},Sports car,http://dbpedia.org/resource/Sports_car,Harm Lagaay,http://dbpedia.org/resource/Harm_Lagaay,Harm Lagaay,http://dbpedia.org/resource/Harm_Lagaay,{Porsche_968__1|Porsche_968__2},{http://dbpedia.org/resource/Porsche_968__1|http://dbpedia.org/resource/Porsche_968__2},NULL,1.27508,Front-engine rear-wheel-drive layout,"http://dbpedia.org/resource/Front-engine,_rear-wheel-drive_layout",4.32054,Porsche,http://dbpedia.org/resource/Porsche,NULL,NULL,NULL,NULL,Porsche 944,http://dbpedia.org/resource/Porsche_944,NULL,1995-01-01T00:00:00+02:00,NULL,1992-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,{Porsche Boxster|Porsche Cayman},{http://dbpedia.org/resource/Porsche_Boxster|http://dbpedia.org/resource/Porsche_Cayman},200px-Porsche_968_CS_Seitenansicht.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Porsche_968_CS_Seitenansicht.jpg/200px-Porsche_968_CS_Seitenansicht.jpg,{4-speed tiptronic|6-speed manual},NULL,NULL,NULL,NULL,1.40E+06,2.4003,1.73482,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,Porsche_968_CS_Seitenansicht.jpg,http://upload.wikimedia.org/wikipedia/commons/4/45/Porsche_968_CS_Seitenansicht.jpg,Porsche 968
